omega,k,ReInv,ImInv
0.6027586206896552,0.8,3.9939077599202744,-1.1954637144562101
0.6358620689655173,0.8,3.9889536963704257,-1.2641848086059748
0.6689655172413793,0.8,4.0032139086529,-1.342447527970937
0.7020689655172414,0.8,4.0024822798250455,-1.408518290158698
0.7351724137931035,0.8,3.9978913351512584,-1.4767158902944064
0.7682758620689656,0.8,4.0002926225054685,-1.552490163447072
0.8013793103448277,0.8,3.9868326568254693,-1.6041585978426647
0.8344827586206898,0.8,3.985725712290071,-1.6566836558930016
0.8675862068965517,0.8,3.977456137595715,-1.7263383690984
0.9006896551724138,0.8,3.9759712547828143,-1.790498196497694
0.9337931034482759,0.8,3.9708705878459893,-1.864752685114728
0.966896551724138,0.8,3.968972755731844,-1.9223328175274157
1.0,0.8,3.9715473381353616,-2.0040041802141557
0.04,1.6,4.055994451354273,-0.09470938983876867
0.07310344827586207,1.6,4.035239925863225,-0.1370605740182644
0.10620689655172413,1.6,4.068669444094549,-0.22256646574073216
0.13931034482758622,1.6,4.054665635328722,-0.28911960414739774
0.1724137931034483,1.6,4.038597142998815,-0.35534311214379694
0.20551724137931035,1.6,4.061223360217507,-0.40108058664578433
0.23862068965517244,1.6,4.055285513353663,-0.46519525226830555
0.2717241379310345,1.6,4.055748817981268,-0.5397784435571223
0.30482758620689654,1.6,4.04821231057421,-0.6181794554445835
0.33793103448275863,1.6,4.049399849151298,-0.6608413288435943
0.37103448275862067,1.6,4.057730414190574,-0.7489132888682675
0.40413793103448276,1.6,4.054165012888796,-0.8077995268389861
0.43724137931034485,1.6,4.041300631135552,-0.8672871684244008
0.4703448275862069,1.6,4.054693756983877,-0.9484776523258756
0.503448275862069,1.6,4.037780571722899,-0.9977017347360506
0.5365517241379311,1.6,4.042625455961482,-1.0700958915994698
0.5696551724137932,1.6,4.032001373814553,-1.1391966516178924
0.6027586206896552,1.6,4.038507165863908,-1.207109474535002
0.6358620689655173,1.6,4.0348652886733225,-1.2771112833056912
0.6689655172413793,1.6,4.017602723916513,-1.3272483223737404
0.7020689655172414,1.6,4.034993826397122,-1.392653133580291
0.7351724137931035,1.6,4.01524147567435,-1.4630239477168074
0.7682758620689656,1.6,4.03508102444574,-1.5259048864237352
0.8013793103448277,1.6,4.0352021908088345,-1.6076892771234699
0.8344827586206898,1.6,4.019997301332697,-1.657717684229532
0.8675862068965517,1.6,4.02132494417018,-1.739279962122012
0.9006896551724138,1.6,4.025330013247127,-1.796332158020648
0.9337931034482759,1.6,4.0199647153959335,-1.868448041605015
0.966896551724138,1.6,4.0075556421000575,-1.9382028297176463
1.0,1.6,4.001367648835919,-1.9798894723440126
0.04,2.4,4.114701584089705,-0.07917185017313029
0.07310344827586207,2.4,4.109606080009407,-0.15780729346919417
0.10620689655172413,2.4,4.132395531360925,-0.2137905648947147
0.13931034482758622,2.4,4.115856601554314,-0.28443794391467747
0.1724137931034483,2.4,4.122755299377366,-0.34554596838950763
0.20551724137931035,2.4,4.104782967982977,-0.4150722077921115
0.23862068965517244,2.4,4.118255571417524,-0.47385663534903016
0.2717241379310345,2.4,4.109496959681127,-0.5432038220851066
0.30482758620689654,2.4,4.116240948639827,-0.6150444616519865
0.33793103448275863,2.4,4.110373768117557,-0.6877833915151748
0.37103448275862067,2.4,4.106209178034684,-0.7438138490435898
0.40413793103448276,2.4,4.106959864228122,-0.8082411619070061
0.43724137931034485,2.4,4.09480296586127,-0.8627946167572669
0.4703448275862069,2.4,4.121027822531659,-0.9433509711562417
0.503448275862069,2.4,4.089168802381962,-1.024200028479692
0.5365517241379311,2.4,4.094209505489633,-1.0772986573236112
0.5696551724137932,2.4,4.105100618369093,-1.145889060723708
0.6027586206896552,2.4,4.105664422162204,-1.2230366400280188
0.6358620689655173,2.4,4.090530079699329,-1.2708128164454837
0.6689655172413793,2.4,4.098691624346073,-1.334440852378526
0.7020689655172414,2.4,4.112383120767239,-1.4163937605514945
0.7351724137931035,2.4,4.08460495486572,-1.4876390601869254
0.7682758620689656,2.4,4.094961832744399,-1.5397930351301696
0.8013793103448277,2.4,4.107176552893639,-1.601667777323652
0.8344827586206898,2.4,4.086229605055998,-1.6739465916527616
0.8675862068965517,2.4,4.095797088393581,-1.7394964757979674
0.9006896551724138,2.4,4.072551238889109,-1.7992827682318202
0.9337931034482759,2.4,4.104327460317951,-1.8735420403127434
0.966896551724138,2.4,4.080753767989526,-1.9409530291674417
1.0,2.4,4.064129775570054,-2.004014809568966
